Name,City,Cuisine Style,Ranking,Rating,Number of Reviews,Reviews_WD,Reviews
Lelephant du Nil,Paris,"French, Bar, European, Pub, Vegetarian Friendly",3409,4,102,"Cocktails, Might have been an off day, 05/03/2017, 03/01/2017","Cocktails, Might have been an off day, "
Chez Zhong,Paris,"Chinese, Asian, Thai",3410,4,119,"Nice little place, A nearly perfect last evening in Paris, 09/04/2017, 04/19/2017","Nice little place, A nearly perfect last evening in Paris, "
Au Bistrot de la Montagne,Paris,"French, European",3411,45,63,"A Great Time in the Latin Quarter, Cest Magnifique, 09/24/2017, 06/30/2017","A Great Time in the Latin Quarter, Cest Magnifique, "
Pret a Manger,Paris,"Fast Food, Healthy, Vegetarian Friendly, Vegan Options",3412,4,98,"Good food and coffee, Great spot for a quick bite, 08/22/2017, 08/20/2017","Good food and coffee, Great spot for a quick bite, "
Yeko,Paris,"Japanese, Sushi",3413,4,85,"Our local Japanese, Good sushi, 11/11/2016, 10/16/2016","Our local Japanese, Good sushi, "
Kong,Paris,"French, Japanese, European, Asian, Vegetarian Friendly, Vegan Options",3414,35,2739,"Sub Zero Cool, Great night out, 01/06/2018, 01/05/2018","Sub Zero Cool, Great night out, "
Chez LIN,Paris,Chinese,3415,45,67,"Delicious Chinese food in heart of 10th Ar, Dinner for the last night in Paris, 07/29/2017, 05/07/2017","Delicious Chinese food in heart of 10th Ar, Dinner for the last night in Paris, "
Le Flamboire,Paris,"French, Steakhouse, Barbecue, European, Grill",3417,4,222,"Surprise Surprise, Amazing food, service is slow and wanting, 12/21/2017, 01/25/2017","Surprise Surprise, Amazing food, service is slow and wanting, "
Shabestan,Paris,"Middle Eastern, Persian, Halal",3418,4,105,"Good quality Persian food, Great food Great service, 01/28/2017, 01/21/2017","Good quality Persian food, Great food Great service, "
Ryo,Paris,"Japanese, Seafood, Sushi, Asian",3419,5,13,"Excellent, Best chirashi menu in St Anne quarter, 12/28/2017, 12/24/2017","Excellent, Best chirashi menu in St Anne quarter, "
La Favorite,Paris,"French, Bar, European, Vegetarian Friendly",3420,4,104,"Perfect for a drink, It will be Cliche but La Favorite was my, 08/18/2017, 07/12/2017","Perfect for a drink, It will be Cliche but La Favorite was my, "
Le buffet de la gare,Paris,"French, European",3421,4,121,"Good food, friendly service, Sunday Brunch, 12/03/2017, 07/05/2017","Good food, friendly service, Sunday Brunch, "
Hyang-Li,Paris,"Barbecue, Asian, Korean",3422,4,80,"Awesome BBQ place, Nothing like real Korean food, 08/23/2016, 04/18/2016","Awesome BBQ place, Nothing like real Korean food, "
LAssaggio at Hotel Castille,Paris,"International, Italian, European, Mediterranean",3423,4,105,"Our Favourite, Good meal in elegant surroundings, 05/06/2017, 04/11/2017","Our Favourite, Good meal in elegant surroundings, "
Mian Fan,Paris,"Chinese, Japanese, Asian, Thai, Vietnamese, Fusion, Vegetarian Friendly, Vegan Options",3424,4,130,"Delicious and uncomplicated, Super quality Asian food, 01/01/2018, 09/06/2017","Delicious and uncomplicated, Super quality Asian food, "
Lauberge Des Deux Ponts,Paris,"French, European",3425,4,228,"Home-made and inviting, Good Thing in a Small Package, 05/28/2017, 04/12/2017","Home-made and inviting, Good Thing in a Small Package, "
La Tiborna,Paris,"European, Portuguese, Spanish, Wine Bar",3426,45,57,"Hidden gem in the Montmartre, Great and delicious, 05/29/2017, 11/26/2016","Hidden gem in the Montmartre, Great and delicious, "
New Delhi Palace,Paris,"Indian, Vegetarian Friendly, Vegan Options",3427,4,79,"Add some spice to your Paris visit, Reasonable, 06/19/2017, 10/26/2017","Add some spice to your Paris visit, Reasonable, "
La Taverne,Paris,"Italian, French, Vegetarian Friendly",3428,35,296,"Great place to catch up with friends, Nice place to take a drink with a friend, 12/16/2017, 11/21/2017","Great place to catch up with friends, Nice place to take a drink with a friend, "
Saravana Bhavan,Paris,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",3429,35,695,"South Indian cuisine Enjoyed, not the best Saravana Bhavan, 01/08/2018, 01/01/2018","South Indian cuisine Enjoyed, not the best Saravana Bhavan, "
Gusto Italia,Paris,"Italian, European, Vegetarian Friendly",3430,35,164,"Great food and service, Friendly italian, 10/25/2017, 04/07/2017","Great food and service, Friendly italian, "
Louis Philippe Cafe Restaurant,Paris,"French, European, Vegetarian Friendly",3431,35,422,"Linch, The waiters laughed at us but the food was, 12/05/2017, 11/24/2017","Linch, The waiters laughed at us but the food was, "
La Muraille de Jade,Paris,"Thai, Chinese, Vietnamese, Vegetarian Friendly, Vegan Options",3432,4,162,"Nice restaurant anytime you go, Excellent Asian to break up the French/Ita, 08/17/2017, 07/10/2017","Nice restaurant anytime you go, Excellent Asian to break up the French/Ita, "
JIA YAN,Paris,Chinese,3433,45,40,"Very good Chinese restaurant in Paris, Great Chinese food that wont break the ban, 09/18/2017, 03/23/2017","Very good Chinese restaurant in Paris, Great Chinese food that wont break the ban, "
Le Barricou,Paris,Chinese,3434,4,65,"Liquid shelter from the storm, Excellent food and location, 05/20/2017, 04/15/2017","Liquid shelter from the storm, Excellent food and location, "
MARTIN Bar by Renaissance Paris Republique Hotel,Paris,"French, Bar, Pub",3435,45,23,"Great gin selection and mixology, Delightful cocktails and food, 01/06/2018, 10/07/2017","Great gin selection and mixology, Delightful cocktails and food, "
La Casita,Paris,"French, European",3436,4,155,"Dinner while walking around at night, Beautiful Restaurant, 12/02/2017, 10/28/2017","Dinner while walking around at night, Beautiful Restaurant, "
Pizzeria dei Cioppi,Paris,"Pizza, Italian, Vegetarian Friendly",3437,45,75,"Outstanding pizza, Cosy canteen style quality, 07/10/2017, 05/29/2016","Outstanding pizza, Cosy canteen style quality, "
Brasserie Thoumieux,Paris,"French, European, Gastropub",3438,35,1182,"Are they Losing their touch?, Wonderful, quick service and delicious foo, 12/07/2017, 10/20/2017","Are they Losing their touch?, Wonderful, quick service and delicious foo, "
La Taverna,Paris,"Italian, European, Vegetarian Friendly",3440,45,159,"Like at cozy friends house, Good pizza, 09/05/2017, 06/19/2017","Like at cozy friends house, Good pizza, "
Le Mignon,Paris,"French, Bar, Cafe, Pub, Gastropub",3441,45,51,"Excellent food and great service, Great friendly family place, 05/31/2017, 04/07/2017","Excellent food and great service, Great friendly family place, "
Tomette,Paris,"French, Bar, Cafe, Pub, Gastropub",3442,5,15,"Perfect Parisian Night, Amazing wine, out of the ordinary charcute, 11/27/2017, 04/01/2017","Perfect Parisian Night, Amazing wine, out of the ordinary charcute, "
Suzette et Georgette,Paris,French,3443,5,14,"Delectable food and full of charm, Perfecto, 08/24/2017, 08/09/2017","Delectable food and full of charm, Perfecto, "
Agapes Traditions et Gourmandises,Paris,"French, European",3444,4,125,"very good restaurant, The Chef is her says the Chef, 12/21/2017, 02/13/2017","very good restaurant, The Chef is her says the Chef, "
RawCakes,Paris,"Vegetarian Friendly, Gluten Free Options",3445,45,28,"Great raw desserts, Vegan Lunch, 11/25/2017, 11/05/2017","Great raw desserts, Vegan Lunch, "
Rizzo Cafe,Paris,"European, Italian, Vegetarian Friendly",3446,4,96,"Accepting Staff, An evening at the Rizzo Cafe in Paris, 07/27/2017, 05/10/2017","Accepting Staff, An evening at the Rizzo Cafe in Paris, "
Monkey,Paris,"Wine Bar, Vegetarian Friendly",3447,5,37,"Pizza was WONDERFUL, Very good little find, 09/08/2017, 11/06/2016","Pizza was WONDERFUL, Very good little find, "
Le Bistrot de la Place,Paris,"French, Vegetarian Friendly",3448,35,252,"Good food, nice place to sit outside, Experience the French Cafe life, 08/03/2017, 06/06/2017","Good food, nice place to sit outside, Experience the French Cafe life, "
Marcello - Italian bar,Paris,"Italian, European, Vegetarian Friendly, Vegan Options",3449,35,130,"Patio below street level, Excellent food, incompetent sevice, 09/17/2017, 07/09/2017","Patio below street level, Excellent food, incompetent sevice, "
Bistrot de la tour Eiffel,Paris,"French, Cafe, European, Vegetarian Friendly",3450,35,497,"Nice and friendly staff, Outside Cafe for View of Eiffel Tower, 12/03/2017, 11/11/2017","Nice and friendly staff, Outside Cafe for View of Eiffel Tower, "
Zenzan,Paris,Japanese,3451,4,70,"Average, but high price, Very good, 12/04/2016, 05/30/2016","Average, but high price, Very good, "
Le Petit Baiona,Paris,"French, European, Spanish",3452,4,177,"Popular bar, not so great for food, Excellent, 07/22/2017, 05/31/2017","Popular bar, not so great for food, Excellent, "
Cafe LEphemere Paris,Paris,"Italian, French, European, Bar, Cafe, Vegetarian Friendly",3453,4,96,"Nice place, Good service and food, 04/09/2017, 02/07/2017","Nice place, Good service and food, "
Dolce Romana,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",3454,4,118,"Nice Italian restaurant, Nice food - great price, 10/13/2017, 06/18/2017","Nice Italian restaurant, Nice food - great price, "
Davoli,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",3455,45,51,"This shop is amazing and well worth a visi, Wonderful Italian specialty food shop on R, 08/19/2017, 08/08/2017","This shop is amazing and well worth a visi, Wonderful Italian specialty food shop on R, "
Bharath,Paris,"Indian, Vegetarian Friendly, Vegan Options, Halal",3456,4,74,"Great service great food, Briyani in Paris, 06/24/2017, 11/28/2016","Great service great food, Briyani in Paris, "
IM Thai Gourmet,Paris,"Asian, Thai, Street Food, Vegetarian Friendly",3457,4,65,"Good food, Great authentic Thai food, 05/28/2017, 08/03/2015","Good food, Great authentic Thai food, "
Chez Tonton,Paris,Chinese,3458,45,67,"Fresh ingredients but too much oil, Authentic regional Chinese cuisine near Lu, 05/07/2016, 11/23/2015","Fresh ingredients but too much oil, Authentic regional Chinese cuisine near Lu, "
SOPI Bistrot,Paris,Chinese,3459,45,30,"Great location, So Good Sopi, 11/11/2017, 07/24/2017","Great location, So Good Sopi, "
Ari Ari,Paris,"Asian, Korean, Barbecue, Vegetarian Friendly",3460,4,67,"A Very Generous and Delicate Lunch At This, Waited for one hour for a simple bibimbap, 10/18/2017, 12/16/2017","A Very Generous and Delicate Lunch At This, Waited for one hour for a simple bibimbap, "
A La Bonne Biere,Paris,"French, Bar, Cafe, European, Vegetarian Friendly",3461,4,137,"Exellent drinks, Decent place for a drink, 02/20/2017, 08/09/2017","Exellent drinks, Decent place for a drink, "
Zig Zag Cafe,Paris,"Brew Pub, French, Bar, Cafe, European",3462,4,199,"Good food great service, Uk style bar, 11/10/2017, 11/07/2017","Good food great service, Uk style bar, "
Au Tramway,Paris,"French, Bar, European, Pub",3463,4,128,"Helpful Waiters, Decent Food, Great Cat in, It’s all about the cat, 09/08/2017, 10/15/2017","Helpful Waiters, Decent Food, Great Cat in, It’s all about the cat, "
La Cantine des Mamas,Paris,"Vegetarian Friendly, Vegan Options",3464,45,41,"Deliciously different, 02/11/2017",Deliciously
Indian House,Paris,"Indian, Vegetarian Friendly, Vegan Options",3465,4,145,"Lovely little place, Excellent indian cuisine, 07/18/2017, 12/22/2016","Lovely little place, Excellent indian cuisine, "
Ace Gourmet Bento,Paris,"Asian, Korean, Vegetarian Friendly",3466,4,91,"Cheap menu with lots of choice for €9 only, Excellent exotic meal , 09/08/2017, 12/29/2016","Cheap menu with lots of choice for €9 only, Excellent exotic meal , "
Muscovado,Paris,Vegetarian Friendly,3467,4,33,"Little rustic gem, Great Brunch Very Presentable and delicio, 09/09/2017, 08/02/2017","Little rustic gem, Great Brunch Very Presentable and delicio, "
La Scarpetta,Paris,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",3468,4,74,"Great pizza and pasta, Good Pizza, Great Prices, Cleanest Restroo, 06/08/2017, 05/16/2017","Great pizza and pasta, Good Pizza, Great Prices, Cleanest Restroo, "
Luisa Maria,Paris,"Italian, Pizza, European, Vegetarian Friendly",3469,4,247,"Just the right type of restaurant to find, Welcoming Decor, 11/20/2017, 11/13/2017","Just the right type of restaurant to find, Welcoming Decor, "
Le Bien Decide,Paris,"French, European",3470,4,162,"Very Good, Taking the mickey?, 04/14/2017, 02/15/2017","Very Good, Taking the mickey?, "
Nouille,Paris,"Chinese, Asian",3471,4,66,"I wish I had discovered this place earlier, Delicious home made noodles, 07/04/2016, 07/01/2016","I wish I had discovered this place earlier, Delicious home made noodles, "
Sushi WA,Paris,"Japanese, Sushi, Asian",3472,4,106,"Unfortunately just average, Fresh product but too gluey/compact rice, 10/08/2016, 03/13/2016","Unfortunately just average, Fresh product but too gluey/compact rice, "
LEsprit du 12eme,Paris,"French, Gastropub",3473,4,65,"Expensive but reliable pleasant food in b, Very good, 10/15/2016, 02/18/2016","Expensive but reliable pleasant food in b, Very good, "
Au Bourgeon DOr,Paris,"Chinese, Asian, Vegetarian Friendly",3474,45,20,"Really good Asian Cuisine, 11/21/2017",Really good Asi
Melba Glacier,Paris,"Chinese, Asian, Vegetarian Friendly",3475,45,16,"Lovely crepes and friendly restaurant, Delicious ice cream, lovely staff, fab exp, 12/26/2017, 08/02/2017","Lovely crepes and friendly restaurant, Delicious ice cream, lovely staff, fab exp, "
Bullier Cafe Restaurant,Paris,"French, Bar, European, Vegetarian Friendly",3476,35,236,"Snack and sit, Good location but mediocre food, 08/08/2017, 07/03/2017","Snack and sit, Good location but mediocre food, "
Maloka Fogo & Brasa,Paris,"Brazilian, South American",3477,45,61,"Brazil in Paris, Small place Great good  book , 10/12/2017, 09/06/2017","Brazil in Paris, Small place Great good  book , "
Maria Loca,Paris,Spanish,3478,45,67,"Tchin tchin, Purveyors of perfectly prepared cocktails, 09/11/2016, 08/07/2016","Tchin tchin, Purveyors of perfectly prepared cocktails, "
Taverne du nil,Paris,"Lebanese, Mediterranean, Middle Eastern, Vegan Options, Halal",3479,45,64,"Tasty diner with friendly service, Delightful place to dine alone as the prop, 01/07/2018, 05/28/2017","Tasty diner with friendly service, Delightful place to dine alone as the prop, "
Les Pates Vivantes,Paris,"Chinese, Asian, Soups, Vegetarian Friendly, Vegan Options",3480,35,299,"Great food, Very popular Chinese restaurant well locat, 10/05/2017, 06/30/2017","Great food, Very popular Chinese restaurant well locat, "
SDN2 SAS Les Agapes de Nina,Paris,Wine Bar,3481,5,29,"The best chorizo Ive ever had, Lovely place with excellent quality wine a, 05/19/2017, 03/02/2017","The best chorizo Ive ever had, Lovely place with excellent quality wine a, "
Le Bistrot de Louise,Paris,French,3482,45,73,"Great unplanned lunch, Warm, welcoming and friendly, 07/04/2016, 06/17/2016","Great unplanned lunch, Warm, welcoming and friendly, "
Mazurka,Paris,"Polish, European, Eastern European, Central European",3483,45,66,"Very traditional, solid Polish food, Charming, 04/12/2017, 05/15/2016","Very traditional, solid Polish food, Charming, "
Le Zinc dHonore,Paris,"French, Bar, European",3484,35,262,"Good service for quik meal, It was OK, 11/12/2017, 11/07/2017","Good service for quik meal, It was OK, "
La Table Lauriston,Paris,"French, European",3485,4,114,"Fantastic food, Excellent meal, nice setting, good atmosph, 08/19/2017, 06/01/2017","Fantastic food, Excellent meal, nice setting, good atmosph, "
Le Grand Bistro Muette,Paris,"French, European, Vegetarian Friendly, Vegan Options",3486,35,432,"Not as good this time, Warmly recommended, 11/08/2017, 11/03/2017","Not as good this time, Warmly recommended, "
Fire Town,Paris,Chinese,3487,45,22,"Aromatic food, 11/06/2016","Aromatic food,"
Le Beaujolais,Paris,"French, Bar, European, Vegetarian Friendly",3488,35,441,"Great Service, Great Service, 12/27/2017, 12/26/2017","Great Service, Great Service, "
Pizza Vesuvio,Paris,"Italian, Pizza, European, Vegetarian Friendly",3489,35,204,"Simple, perfect Italian food, Very nice food, 01/08/2018, 08/13/2017","Simple, perfect Italian food, Very nice food, "
